runtime,theta,theta,theta,theta,theta,theta,theta,theta,speed,speed,speed,speed,speed,speed,speed,speed,tau,tau,tau,tau,tau,tau,tau,tau,torque,torque,torque,torque,torque,torque,torque,torque,thread_timer,temp,temp,temp,temp,temp,temp,temp,temp
15150,0.395267,3.648683,0.803731,2.621362,1.00676,-0.466329,1.073169,2.482195,0,4.941221,0,4.877225,0,-3.016026,0,2.982574,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-22,32,-19,35,4,-5,4,14,9.992116,26,25,26,26,27,27,27,27
15160,0.395267,3.698645,0.803731,2.670694,1.00676,-0.588366,1.073169,2.602783,0,4.947039,0,4.834562,0,-3.002451,0,3.025237,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,13,22,-6,33,6,-13,4,6,10.092046,26,25,26,26,27,27,27,27
15170,0.395267,3.747114,0.803731,2.718226,1.00676,-0.709391,1.073169,2.721411,0,4.916011,0,4.770566,0,-3.03057,0,3.000027,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,6,25,-13,23,1,-6,5,9,10.042527,26,25,26,26,27,27,27,27
15180,0.395267,3.795094,0.803731,2.765588,1.00676,-0.826868,1.073169,2.840145,0,4.819048,0,4.81323,0,-3.003906,0,2.995664,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-18,19,-6,22,4,-6,4,18,9.877625,26,25,26,26,27,27,27,27
15190,0.395267,3.845374,0.803731,2.814483,1.00676,-0.950194,1.073169,2.965026,0,4.861712,0,4.84038,0,-2.994694,0,3.000027,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,47,-9,27,4,-11,3,10,10.152616,26,25,26,26,27,27,27,27
15200,0.395267,3.893439,0.803731,2.864061,1.00676,-1.069354,1.073169,3.08114,0,4.888861,0,4.894679,0,-3.016995,0,2.965121,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-23,24,21,42,4,-7,5,10,9.847108,26,25,26,26,27,27,27,27
15210,0.395267,3.942004,0.803731,2.912573,1.00676,-1.186544,1.073169,3.200876,0,4.952857,0,4.941221,0,-2.997118,0,3.009238,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,25,-6,28,4,-16,5,14,10.035435,26,25,26,26,27,27,27,27
15220,0.395267,3.991848,0.803731,2.962534,1.00676,-1.310061,1.073169,3.323126,0,4.952857,0,4.916011,0,-3.025237,0,3.016995,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,13,28,-15,35,3,-9,5,9,9.912741,26,25,26,26,27,27,27,27
15230,0.395267,4.041223,0.803731,3.012197,1.00676,-1.432609,1.073169,3.442861,0,4.898558,0,4.925707,0,-3.025237,0,2.991785,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,10,31,-8,16,3,-7,4,10,10.024996,26,25,26,26,27,27,27,27
15240,0.395267,4.090385,0.803731,3.060176,1.00676,-1.551205,1.073169,3.561702,0,4.883043,0,4.830684,0,-2.995664,0,3.026207,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,1,44,-14,17,6,-10,5,12,10.019189,26,25,26,26,27,27,27,27
15250,0.395267,4.137821,0.803731,3.10773,1.00676,-1.671751,1.073169,3.680351,0,4.819048,0,4.797716,0,-3.035903,0,2.987907,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,31,-4,33,3,-11,4,11,9.888413,26,25,26,26,27,27,27,27
15260,0.395267,4.186855,0.803731,3.155933,1.00676,-1.792338,1.073169,3.800833,0,4.883043,0,4.830684,0,-3.00536,0,2.977241,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-22,23,-14,26,4,-11,5,11,10.092814,26,25,26,26,27,27,27,27
15270,0.395267,4.236049,0.803731,3.205372,1.00676,-1.912373,1.073169,3.921037,0,4.873347,0,4.910193,0,-3.003906,0,3.03057,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-1,24,-6,37,3,-10,5,20,10.159283,26,25,26,26,27,27,27,27
15280,0.395267,4.284487,0.803731,3.253724,1.00676,-2.033237,1.073169,4.043053,0,4.931525,0,4.898558,0,-3.041236,0,2.979665,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,34,-13,35,3,-15,4,11,9.778033,26,25,26,26,27,27,27,27
15290,0.395267,4.334426,0.803731,3.302939,1.00676,-2.153889,1.073169,4.161329,0,4.952857,0,4.888861,0,-2.982574,0,3.00633,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-14,47,-13,30,3,-9,4,10,10.152316,26,25,26,26,27,27,27,27
15300,0.395267,4.383897,0.803731,3.352953,1.00676,-2.277012,1.073169,4.283398,0,4.894679,0,4.846198,0,-3.029116,0,3.03057,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-23,22,-3,29,4,-10,4,17,9.914084,26,25,26,26,27,27,27,27
15310,0.395267,4.43241,0.803731,3.400155,1.00676,-2.39466,1.073169,4.403091,0,4.910193,0,4.819048,0,-3.026207,0,2.961242,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,4,31,16,24,8,-14,6,9,10.015973,26,25,26,26,27,27,27,27
15320,0.395267,4.481774,0.803731,3.449275,1.00676,-2.514939,1.073169,4.52387,0,4.852015,0,4.809352,0,-2.984028,0,3.010693,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,12,19,-13,26,3,-6,5,12,9.936408,26,25,26,26,27,27,27,27
15330,0.395267,4.530169,0.803731,3.497488,1.00676,-2.635389,1.073169,4.642701,0,4.852015,0,4.846198,0,-3.032994,0,3.016995,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-18,35,-14,31,4,-13,4,28,10.054517,26,25,26,26,27,27,27,27
15340,0.395267,4.578777,0.803731,3.545564,1.00676,-2.757926,1.073169,4.765802,0,4.846198,0,4.861712,0,-3.020874,0,2.991785,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-23,38,-11,32,4,-16,5,6,9.982238,26,25,26,26,27,27,27,27
15350,0.395267,4.627246,0.803731,3.594033,1.00676,-2.876852,1.073169,4.881288,0,4.910193,0,4.925707,0,-2.997118,0,3.023783,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,28,-11,23,3,-8,7,15,9.861374,26,25,26,26,27,27,27,27
15360,0.395267,4.677782,0.803731,3.644005,1.00676,-2.998697,1.073169,5.004581,0,4.941221,0,4.96837,0,-3.019904,0,2.991785,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,33,-12,27,3,-11,4,18,10.01317,26,25,26,26,27,27,27,27
15370,0.395267,4.727221,0.803731,3.693103,1.00676,-3.119072,1.073169,5.123945,0,4.958674,0,4.925707,0,-3.000997,0,2.973362,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,8,27,-14,27,5,-6,5,8,10.052053,26,25,26,26,27,27,27,27
15380,0.395267,4.775126,0.803731,3.741935,1.00676,-3.236198,1.073169,5.240527,0,4.941221,0,4.809352,0,-3.016995,0,3.010693,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,32,11,29,4,-6,4,12,10.000037,26,25,26,26,27,27,27,27
15390,0.395267,4.823958,0.803731,3.790181,1.00676,-3.359864,1.073169,5.362489,0,4.819048,0,4.824866,0,-3.020874,0,3.016026,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,32,14,30,4,-14,4,14,10.099588,26,25,26,26,27,27,27,27
15400,0.395267,4.8723,0.803731,3.838331,1.00676,-3.480783,1.073169,5.484217,0,4.819048,0,4.797716,0,-3.010693,0,3.007784,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,25,-5,23,3,-12,5,12,9.938937,26,25,26,26,27,27,27,27
15410,0.395267,4.920865,0.803731,3.886949,1.00676,-3.601328,1.073169,5.60456,0,4.894679,0,4.937343,0,-3.020874,0,3.014571,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,28,-13,27,3,-7,4,19,10.121898,26,25,26,26,27,27,27,27
15420,0.395267,4.971018,0.803731,3.935951,1.00676,-3.721628,1.073169,5.723337,0,4.919889,0,4.910193,0,-2.986452,0,2.982574,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,8,29,-13,30,4,-12,4,8,9.852967,26,25,26,26,27,27,27,27
15430,0.395267,5.019625,0.803731,3.98506,1.00676,-3.841982,1.073169,5.844213,0,4.919889,0,4.898558,0,-3.014571,0,2.984028,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,39,-6,40,0,-8,4,9,9.989895,26,25,26,26,27,27,27,27
15440,0.395267,5.069704,0.803731,4.034563,1.00676,-3.96372,1.073169,5.966771,0,4.916011,0,4.861712,0,-3.013117,0,2.982574,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-16,30,-13,34,4,-9,7,18,9.993819,26,25,26,26,27,27,27,27
15450,0.395267,5.118269,0.803731,4.082574,1.00676,-4.081208,1.073169,6.081223,0,4.904375,0,4.834562,0,-3.00633,0,3.016026,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-18,26,-15,23,3,-16,5,14,10.021654,26,25,26,26,27,27,27,27
15460,0.395267,5.167208,0.803731,4.130469,1.00676,-4.203809,1.073169,6.204357,0,4.855894,0,4.803534,0,-3.03154,0,3.002451,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,26,-4,13,4,-6,5,11,9.949745,26,25,26,26,27,27,27,27
15470,0.395267,5.215645,0.803731,4.177958,1.00676,-4.324206,1.073169,6.322996,0,4.861712,0,4.830684,0,-2.995664,0,2.995664,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,24,-14,31,4,-11,4,16,10.131047,26,25,26,26,27,27,27,27
15480,0.395267,5.264764,0.803731,4.227632,1.00676,-4.444442,1.073169,6.444819,0,4.846198,0,4.861712,0,-3.000997,0,3.003906,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,11,29,-13,28,3,-14,5,4,9.857309,26,25,26,26,27,27,27,27
15490,0.395267,5.313117,0.803731,4.276026,1.00676,-4.565019,1.073169,6.562605,0,4.919889,0,4.888861,0,-3.016026,0,2.974332,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,9,29,-13,36,3,-6,6,12,10.105354,26,25,26,26,27,27,27,27
15500,0.395267,5.363067,0.803731,4.326477,1.00676,-4.686534,1.073169,6.685292,0,4.916011,0,4.958674,0,-2.989361,0,2.995664,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-22,33,-4,23,7,-10,4,18,9.877823,26,25,26,26,27,27,27,27
15510,0.395267,5.411856,0.803731,4.374446,1.00676,-4.805631,1.073169,6.803004,0,4.952857,0,4.904375,0,-3.032994,0,3.019904,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-23,29,-14,20,4,-10,0,9,10.124004,26,25,26,26,27,27,27,27
15520,0.395267,5.461615,0.803731,4.423992,1.00676,-4.926719,1.073169,6.925957,0,4.916011,0,4.873347,0,-3.026207,0,2.986452,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,10,31,-13,29,5,-8,4,13,9.90886,26,25,26,26,27,27,27,27
15530,0.395267,5.509935,0.803731,4.471726,1.00676,-5.04686,1.073169,7.046353,0,4.904375,0,4.776384,0,-2.991785,0,3.020874,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,12,21,-7,37,3,-10,4,15,10.021143,26,25,26,26,27,27,27,27
15540,0.395267,5.558916,0.803731,4.521133,1.00676,1.114225,1.073169,7.166664,0,4.830684,0,4.797716,0,-3.032994,0,2.998573,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,5,12,-4,38,3,-17,5,8,9.896292,26,25,26,26,27,27,27,27
15550,0.395267,5.607439,0.803731,4.568271,1.00676,0.995246,1.073169,7.285739,0,4.819048,0,4.904375,0,-2.991785,0,2.977241,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-14,33,-7,32,2,-9,6,13,10.214489,26,25,26,26,27,27,27,27
15560,0.395267,5.656281,0.803731,4.617848,1.00676,0.875222,1.073169,7.404314,0,4.916011,0,4.898558,0,-3.010693,0,3.027661,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-12,28,-4,21,3,-7,4,19,9.782234,26,25,26,26,27,27,27,27
15570,0.395267,5.705528,0.803731,4.666318,1.00676,0.754346,1.073169,7.523357,0,4.919889,0,4.898558,0,-3.036873,0,3.00633,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,40,-6,29,6,-19,4,11,10.068911,26,25,26,26,27,27,27,27
15580,0.395267,5.755478,0.803731,4.716641,1.00676,0.630787,1.073169,7.647428,0,4.96837,0,4.873347,0,-2.986452,0,2.995664,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,20,-6,32,3,-6,4,11,10.001884,26,25,26,26,27,27,27,27
15590,0.395267,5.804161,0.803731,4.764812,1.00676,0.512116,1.073169,1.484713,0,4.904375,0,4.867529,0,-3.022328,0,3.026207,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-29,18,-8,37,3,-11,6,14,9.903156,26,25,26,26,27,27,27,27
15600,0.395267,5.853163,0.803731,4.812994,1.00676,0.391454,1.073169,1.604492,0,4.861712,0,4.749235,0,-3.013117,0,2.963666,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,10,33,-3,29,4,-19,5,7,10.066169,26,25,26,26,27,27,27,27
15610,0.395267,5.902261,0.803731,4.860942,1.00676,0.271249,1.073169,1.722118,0,4.819048,0,4.81323,0,-2.986452,0,2.997118,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,32,-14,23,4,-7,3,12,10.023477,26,25,26,26,27,27,27,27
15620,0.395267,5.949612,0.803731,4.909188,1.00676,0.152248,1.073169,1.840991,0,4.867529,0,4.834562,0,-3.03154,0,3.027661,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-17,31,-4,23,4,-15,5,24,9.898551,26,25,26,26,27,27,27,27
15630,0.395267,5.999573,0.803731,4.959266,1.00676,0.029935,1.073169,1.961281,0,4.937343,0,4.877225,0,-3.002451,0,2.979665,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,19,-5,41,5,-14,5,9,10.160907,26,25,26,26,27,27,27,27
15640,0.395267,6.048277,0.803731,5.00716,1.00676,-0.088842,1.073169,2.081208,0,4.919889,0,4.958674,0,-3.009238,0,3.027661,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-17,21,-11,24,4,-7,4,10,9.923454,26,25,26,26,27,27,27,27
15650,0.395267,6.097652,0.803731,5.056556,1.00676,-0.209174,1.073169,2.201711,0,4.919889,0,4.925707,0,-3.023783,0,3.009238,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-22,44,-4,32,3,-10,4,18,9.971457,26,25,26,26,27,27,27,27
15660,0.395267,6.147645,0.803731,5.106241,1.00676,-0.331104,1.073169,2.324121,0,4.931525,0,4.910193,0,-3.00633,0,2.966575,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-18,34,-6,20,3,-15,4,9,10.020571,26,25,26,26,27,27,27,27
15670,0.395267,6.196722,0.803731,5.154242,1.00676,-0.452885,1.073169,2.440576,0,4.883043,0,4.834562,0,-3.016995,0,3.014571,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-22,37,-4,23,4,-7,4,16,10.029232,26,25,26,26,27,27,27,27
15680,0.395267,6.244595,0.803731,5.202999,1.00676,-0.572078,1.073169,2.56241,0,4.824866,0,4.797716,0,-3.016995,0,3.000997,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,8,-15,30,4,-18,12,17,9.905967,26,25,26,26,27,27,27,27
15690,0.395267,6.293607,0.803731,5.250605,1.00676,-0.692911,1.073169,2.680995,0,4.852015,0,4.84038,0,-3.013117,0,3.000997,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,29,-13,21,4,-10,4,9,10.12584,26,25,26,26,27,27,27,27
15700,0.395267,6.341651,0.803731,5.300097,1.00676,-0.813339,1.073169,2.804129,0,4.867529,0,4.947039,0,-3.014571,0,3.016026,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,9,31,17,39,4,-10,5,12,9.905125,26,25,26,26,27,27,27,27
15710,0.395267,6.390877,0.803731,5.348471,1.00676,-0.932073,1.073169,2.921308,0,4.894679,0,4.898558,0,-2.984998,0,2.991785,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,9,28,-13,31,3,-13,5,13,9.955876,26,25,26,26,27,27,27,27
15720,0.395267,6.440795,0.803731,5.398272,1.00676,-1.053982,1.073169,3.043622,0,4.947039,0,4.894679,0,-3.025237,0,2.990331,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-12,33,-15,31,3,-6,6,10,9.946582,26,25,26,26,27,27,27,27
15730,0.395267,6.489531,0.803731,5.447125,1.00676,-1.17278,1.073169,3.160226,0,4.958674,0,4.852015,0,-3.01845,0,3.003906,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,12,-6,35,3,-5,4,19,10.025836,26,25,26,26,27,27,27,27
15740,0.395267,6.538608,0.803731,5.494955,1.00676,-1.294785,1.073169,3.282145,0,4.883043,0,4.809352,0,-2.998573,0,3.003906,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,25,-4,20,4,-15,4,14,9.970582,26,25,26,26,27,27,27,27
15750,0.395267,6.586555,0.803731,5.543478,1.00676,-1.412795,1.073169,3.399377,0,4.81323,0,4.803534,0,-3.029116,0,3.009238,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-15,29,-14,25,4,-10,4,4,10.084096,26,25,26,26,27,27,27,27
15760,0.395267,6.635664,0.803731,5.591053,1.00676,-1.536078,1.073169,3.522639,0,4.834562,0,4.84038,0,-2.995664,0,2.989361,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,31,-13,33,4,-13,2,19,9.977152,26,25,26,26,27,27,27,27
15770,0.395267,6.684314,0.803731,5.640353,1.00676,-1.654855,1.073169,3.641458,0,4.877225,0,4.873347,0,-3.00633,0,3.002451,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,34,-15,29,4,-15,5,9,10.036781,26,25,26,26,27,27,27,27
15780,0.395267,6.734169,0.803731,5.68943,1.00676,-1.7785,1.073169,3.762239,0,4.958674,0,4.883043,0,-3.016026,0,2.979665,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,10,20,-5,31,4,-10,4,12,9.968918,26,25,26,26,27,27,27,27
15790,0.395267,6.783491,0.803731,5.738837,1.00676,-1.89861,1.073169,3.881782,0,4.941221,0,4.96837,0,-2.998573,0,2.982574,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,31,-7,28,6,-6,4,19,9.993007,26,25,26,26,27,27,27,27
15800,0.395267,6.832866,0.803731,5.787882,1.00676,-2.019336,1.073169,4.002285,0,4.883043,0,4.910193,0,-3.035903,0,3.020874,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,32,-7,34,1,-13,4,8,9.988622,26,25,26,26,27,27,27,27
15810,0.395267,6.882645,0.803731,5.836639,1.00676,-2.140286,1.073169,4.122255,0,4.888861,0,4.819048,0,-3.011662,0,2.994694,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,11,44,-4,30,3,-8,4,10,9.994219,26,25,26,26,27,27,27,27
15820,0.395267,6.931339,0.803731,5.884863,1.00676,-2.261864,1.073169,4.242427,0,4.830684,0,4.830684,0,-3.000997,0,3.003906,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-15,26,-4,32,5,-8,4,18,9.981558,26,25,26,26,27,27,27,27
15830,0.395267,6.979158,0.803731,5.93361,1.00676,-2.37948,1.073169,4.361311,0,4.883043,0,4.809352,0,-3.03057,0,2.998573,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,22,-6,26,5,-17,5,10,10.006921,26,25,26,26,27,27,27,27
15840,0.395267,7.027713,0.803731,5.981611,1.00676,-2.499834,1.073169,4.480451,0,4.888861,0,4.919889,0,-2.982574,0,2.959788,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,5,29,-4,28,4,-11,5,6,9.929378,26,25,26,26,27,27,27,27
15850,0.395267,7.076864,0.803731,6.031241,1.00676,-2.619953,1.073169,4.601837,0,4.941221,0,4.919889,0,-3.016995,0,3.019904,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-14,27,15,26,3,-9,3,16,10.114624,26,25,26,26,27,27,27,27
15860,0.395267,7.126122,0.803731,6.079721,1.00676,-2.742426,1.073169,4.722617,0,4.941221,0,4.904375,0,-3.032994,0,3.016026,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,9,39,-13,36,3,-19,5,6,9.945709,26,25,26,26,27,27,27,27
15870,0.395267,7.17555,0.803731,6.128649,1.00676,-2.86294,1.073169,4.843929,0,4.904375,0,4.867529,0,-2.982574,0,2.989361,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-15,27,-12,31,4,-2,-3,9,10.04916,26,25,26,26,27,27,27,27
15880,0.395267,7.224691,0.803731,6.177364,1.00676,-2.983272,1.073169,4.962951,0,4.919889,0,4.834562,0,-3.026207,0,3.026207,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,6,24,-6,24,4,-14,3,18,9.8404,26,25,26,26,27,27,27,27
15890,0.395267,7.273448,0.803731,6.225343,1.00676,-3.102443,1.073169,5.0816,0,4.846198,0,4.819048,0,-3.01845,0,2.984028,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,21,2,17,4,-18,5,11,10.178733,26,25,26,26,27,27,27,27
15900,0.395267,7.321886,0.803731,6.274058,1.00676,-3.224171,1.073169,5.202135,0,4.855894,0,4.819048,0,-2.994694,0,2.982574,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,6,20,-16,26,3,-11,4,16,9.822621,26,25,26,26,27,27,27,27
15910,0.395267,7.369886,0.803731,6.321941,1.00676,-3.341744,1.073169,5.32089,0,4.867529,0,4.873347,0,-3.032994,0,3.027661,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-7,39,-13,26,4,-14,4,17,10.167146,26,25,26,26,27,27,27,27
15920,0.395267,7.420167,0.803731,6.372169,1.00676,-3.468639,1.073169,5.445772,0,4.910193,0,4.904375,0,-3.011662,0,2.981119,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,20,-5,38,3,-6,4,4,9.822869,26,25,26,26,27,27,27,27
15930,0.395267,7.46951,0.803731,6.420191,1.00676,-3.585999,1.073169,5.564048,0,4.958674,0,4.96837,0,-3.014571,0,3.011662,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-22,33,-13,24,6,-6,5,10,9.933969,26,25,26,26,27,27,27,27
15940,0.395267,7.51897,0.803731,6.470642,1.00676,-3.707897,1.073169,5.686031,0,4.96837,0,4.910193,0,-3.013117,0,3.014571,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,10,25,-4,25,4,-12,4,22,10.021609,26,25,26,26,27,27,27,27
15950,0.395267,7.567461,0.803731,6.518919,1.00676,-3.825268,1.073169,5.804105,0,4.925707,0,4.883043,0,-2.995664,0,2.957363,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,33,-14,30,3,-14,4,6,10.11613,26,25,26,26,27,27,27,27
15960,0.395267,1.333129,0.803731,6.567218,1.00676,-3.947049,1.073169,5.923426,0,4.830684,0,4.782202,0,-3.01845,0,3.013117,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,9,30,-14,29,4,-11,4,13,9.862514,26,25,26,26,27,27,27,27
15970,0.395267,1.381534,0.803731,6.615422,1.00676,-4.066145,1.073169,6.042362,0,4.830684,0,4.803534,0,-3.00633,0,3.020874,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-15,22,-14,40,4,-21,4,19,10.182559,26,25,26,26,27,27,27,27
15980,0.395267,1.430654,0.803731,6.663103,1.00676,-4.188491,1.073169,6.165592,0,4.877225,0,4.883043,0,-3.016995,0,2.995664,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,20,-5,28,3,-14,3,8,9.92635,26,25,26,26,27,27,27,27
15990,0.395267,1.479091,0.803731,6.712659,1.00676,-4.307406,1.073169,6.282782,0,4.947039,0,4.894679,0,-3.014571,0,3.020874,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,23,-5,24,4,-6,4,20,10.073921,26,25,26,26,27,27,27,27
16000,0.395267,1.529564,0.803731,6.761693,1.00676,-4.430604,1.073169,6.40615,0,4.919889,0,4.931525,0,-2.991785,0,2.990331,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,38,-4,38,3,-12,4,14,9.793136,26,25,26,26,27,27,27,27
16010,0.395267,1.578331,0.803731,6.811324,1.00676,-4.549584,1.073169,6.52252,0,4.916011,0,4.873347,0,-3.022328,0,2.982574,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,4,37,-15,31,2,-8,5,8,10.19021,26,25,26,26,27,27,27,27
16020,0.395267,1.627526,0.803731,6.859484,1.00676,-4.669863,1.073169,6.643566,0,4.904375,0,4.867529,0,-3.007784,0,3.00633,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,23,-6,38,5,-11,5,13,9.826562,26,25,26,26,27,27,27,27
